	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting NSAF	Confident Phosphosites	#Confident Phosphosites	Ambiguous Phosphosites	#Ambiguous Phosphosites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
13	A0A090I2R9	A0A090I2R9_METFO_F420-non-reducing_hydrogenase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=mvhA_PE=3_SV=1			52.56858579702727	88.35	44.07	0.056020107758642156		0		0	Single Protein		A0A090I2R9	17	54	54	17	54	17	94	177	100.0	Confident
14	A0A090I2P0	A0A090I2P0_METFO_CBS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0268_PE=4_SV=1			34.394967453178985	88.5	27.48	0.030148702080110022		0		0	Single Protein		A0A090I2P0	8	41	41	8	41	8	25	73	100.0	Confident
15	A0A090JWV3	A0A090JWV3_METFO_Acetylglutamate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=argB_PE=3_SV=1			31.53611919659463	88.74	6.48	0.013461538461538462		0		0	Single Protein		A0A090JWV3	2	24	24	2	24	2	5	29	100.0	Confident
16	A0A090I305	A0A090I305_METFO_Coenzyme_F420_hydrogenase_alpha_subunit_FrhA_OS=Methanobacterium_formicicum_OX=2162_GN=frhA_PE=3_SV=1			44.09236639535179	75.06	21.23	0.019871241547978712		0		0	Single Protein		A0A090I305	8	38	38	8	38	8	21	56	100.0	Confident
17	A0A090I308	A0A090I308_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1191_PE=4_SV=1			28.087275089174963	86.77	22.96	0.01046337817638266		0		0	Single Protein		A0A090I308	3	29	29	3	29	3	4	41	100.0	Confident
18	A0A090I314	A0A090I314_METFO_CBS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1038_PE=4_SV=1			29.47953778673751	89.35	12.93	0.02217997465145754		0		0	Single Protein		A0A090I314	3	31	31	3	31	3	8	42	100.0	Confident
19	A0A089ZFA3	A0A089ZFA3_METFO_Acetyl-CoA_decarbonylase/synthase_complex_subunit_delta_OS=Methanobacterium_formicicum_OX=2162_GN=cdhD_PE=3_SV=1			43.10262457330542	75.45	10.08	0.01536983669548511		0		0	Single Protein		A0A089ZFA3	3	28	28	3	28	3	7	43	100.0	Confident
20	A0A090I2Z3	A0A090I2Z3_METFO_Protein_GrpE_OS=Methanobacterium_formicicum_OX=2162_GN=grpE_PE=3_SV=1			20.81451271598969	84.18	9.04	0.005649717514124294		0		0	Single Protein		A0A090I2Z3	1	41	41	1	41	1	1	53	100.0	Doubtful
21	OVAL_CHICK				42.853503152733104	75.65	4.15	0.003134796238244514		0		0	Single Protein		OVAL_CHICK	1	31	31	1	31	1	1	43	100.0	Doubtful
22	A0A090I2X2	A0A090I2X2_METFO_L-sulfolactate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=comC_PE=3_SV=1			36.635692368344685	65.41	7.27	0.011111111111111112		0		0	Single Protein		A0A090I2X2	2	10	10	2	10	2	3	12	100.0	Confident
23	A0A090I391	A0A090I391_METFO_Daunorubicin_resistance_ABC_transporter_ATPase_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1149_PE=4_SV=1			37.28207064894129	75.15	5.62	0.004437869822485207		0		0	Single Protein		A0A090I391	2	35	35	2	35	2	2	43	100.0	Confident
24	A0A090I2W9	A0A090I2W9_METFO_Proteasome_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=psmB_PE=3_SV=1			22.664733376012695	100.0	62.38	0.09254346182917615		0		0	Single Protein		A0A090I2W9	10	19	19	10	19	10	61	94	100.0	Confident
25	A0A090I2E9	A0A090I2E9_METFO_50S_ribosomal_protein_L10e_OS=Methanobacterium_formicicum_OX=2162_GN=rpl10e_PE=3_SV=1			17.977620516641895	100.0	15.63	0.021875		0		0	Single Protein		A0A090I2E9	2	36	36	2	36	2	4	54	100.0	Confident
26	A0A090JWK6	A0A090JWK6_METFO_tRNA-dihydrouridine_synthase_DusA_OS=Methanobacterium_formicicum_OX=2162_GN=dusA_PE=4_SV=1			25.844120833002787	69.75	5.46	0.006024096385542169		0		0	Single Protein		A0A090JWK6	1	13	13	1	13	1	1	22	100.0	Doubtful
27	A0A089ZFY2	A0A089ZFY2_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2262_PE=4_SV=1			37.0855647376995	100.0	3.67	0.0030581039755351682		0		0	Single Protein		A0A089ZFY2	1	57	57	1	57	1	1	91	100.0	Doubtful
28	A0A090I2F4	A0A090I2F4_METFO_Polyferredoxin_protein_MvhB_OS=Methanobacterium_formicicum_OX=2162_GN=mvhB_PE=4_SV=1			44.274922233866775	61.02	8.72	0.02357456140350877		0		0	Single Protein		A0A090I2F4	3	22	22	3	22	3	9	38	100.0	Confident
29	A0A090JWL2	A0A090JWL2_METFO_IMP_cyclohydrolase_OS=Methanobacterium_formicicum_OX=2162_GN=purO_PE=3_SV=1			22.052009680569938	100.0	33.0	0.07308333333333333		0		0	Single Protein		A0A090JWL2	5	18	18	5	18	5	23	51	100.0	Confident
30	A0A090I2C6	A0A090I2C6_METFO_Methyl-coenzyme_M_reductase_component_A2_AtwA1_OS=Methanobacterium_formicicum_OX=2162_GN=atwA1_PE=4_SV=1			59.647821732687056	79.03	15.92	0.010785288270377731		0		0	Single Protein		A0A090I2C6	7	43	36	4	36	4	25	77	100.0	Confident
31	A0A090JWI9	A0A090JWI9_METFO_Thioredoxin_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1564_PE=4_SV=1			33.586144829347	71.75	5.84	0.003246753246753247		0		0	Single Protein		A0A090JWI9	1	17	17	1	17	1	2	17	100.0	Doubtful
32	A0A090I2D5	A0A090I2D5_METFO_Archaeoflavoprotein_AfpA_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0840_PE=4_SV=1			21.13997061221622	100.0	13.37	0.0106951871657754		0		0	Single Protein		A0A090I2D5	1	16	16	1	16	1	2	21	100.0	Doubtful
33	A0A090JWG4	A0A090JWG4_METFO_DNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=lig_PE=3_SV=1			64.10994674231365	90.32	7.04	0.003814553990610328		0		0	Single Protein		A0A090JWG4	3	42	42	3	42	3	4	57	100.0	Confident
34	A0A089ZG68	A0A089ZG68_METFO_Energy-converting_hydrogenase_B_subunit_M_EhbM_OS=Methanobacterium_formicicum_OX=2162_GN=ehbM_PE=4_SV=1			15.774053564133867	63.51	14.19	0.013513513513513514		0		0	Single Protein		A0A089ZG68	2	11	11	2	11	2	3	14	100.0	Confident
35	A0A090JWH2	A0A090JWH2_METFO_Phosphoglucosamine_mutase_GlmM2_OS=Methanobacterium_formicicum_OX=2162_GN=glmM3_PE=3_SV=1			48.91080723516961	74.39	18.26	0.012900641025641028		0		0	Single Protein		A0A090JWH2	6	30	30	6	30	6	12	62	100.0	Confident
36	A0A090I2B1	A0A090I2B1_METFO_Probable_S-methyl-5'-thioinosine_phosphorylase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0638_PE=3_SV=1			28.62024238593833	66.8	5.41	0.003861003861003861		0		0	Single Protein		A0A090I2B1	1	18	18	1	18	1	1	24	100.0	Doubtful
37	A0A090JX49	A0A090JX49_METFO_tRNA-guanine(15)_transglycosylase_OS=Methanobacterium_formicicum_OX=2162_GN=tgtA_PE=3_SV=1			74.99375687446981	79.36	1.82	0.0017241379310344827		0		0	Single Protein		A0A090JX49	1	54	54	1	54	1	1	67	100.0	Doubtful
38	A0A090I2M9	A0A090I2M9_METFO_Catalase-peroxidase_OS=Methanobacterium_formicicum_OX=2162_GN=katG_PE=3_SV=1			81.02099360457709	79.06	6.66	0.006538461538461538		0		0	Single Protein		A0A090I2M9	4	70	70	4	70	4	8	107	100.0	Confident
39	A0A090I2M3	A0A090I2M3_METFO_V-type_ATP_synthase_alpha_chain_OS=Methanobacterium_formicicum_OX=2162_GN=atpA_PE=3_SV=1			63.923622566393426	84.93	59.25	0.06900618194287648		0		0	Single Protein		A0A090I2M3	31	79	79	31	79	31	171	287	100.0	Confident
40	A0A089ZG23	A0A089ZG23_METFO_Formylmethanofuran_dehydrogenase_subunit_F_FwdF1_OS=Methanobacterium_formicicum_OX=2162_GN=fwdF1_PE=4_SV=1			38.56880348655781	84.09	17.33	0.02012310606060606		0		0	Single Protein		A0A089ZG23	4	26	26	4	26	4	11	44	100.0	Confident
41	A0A090I2N7	A0A090I2N7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0273_PE=4_SV=1			24.104417252910583	55.76	5.07	0.01652892561983471		0		0	Single Protein		A0A090I2N7	1	24	24	1	24	1	2	35	100.0	Doubtful
42	A0A090JX53	A0A090JX53_METFO_Cell_wall_biosynthesis_protein_Mur_ligase_family_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1121_PE=4_SV=1			51.38011758520889	80.69	6.22	0.00620347394540943		0		0	Single Protein		A0A090JX53	2	20	20	2	20	2	3	26	100.0	Confident
43	A0A089ZG55	A0A089ZG55_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2367_PE=4_SV=1			21.572002148129528	47.17	13.21	0.035		0		0	Single Protein		A0A089ZG55	2	4	4	2	4	2	5	12	100.0	Confident
44	K22E_HUMAN				65.82539290353346	79.07	46.36	0.03943797708884121		0		0	Single Protein		K22E_HUMAN	29	79	71	26	72	26	172	289	100.0	Confident
45	A0A090JX27	A0A090JX27_METFO_Amino_acid-binding_ACT_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1731_PE=4_SV=1			16.468742764835408	55.03	6.04	0.01818181818181818		0		0	Single Protein		A0A090JX27	1	15	15	1	15	1	3	19	100.0	Doubtful
46	A0A090I2K2	A0A090I2K2_METFO_PBS_lyase_HEAT_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0755_PE=4_SV=1			50.38701582255157	67.41	2.23	0.007263922518159807		0		0	Single Protein		A0A090I2K2	1	40	40	1	40	1	3	58	100.0	Doubtful
47	A0A090I2K4	A0A090I2K4_METFO_Putative_ATP-binding_protein_MJ0685_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0760_PE=4_SV=1			27.741478173527153	72.0	12.4	0.01851851851851852		0		0	Single Protein		A0A090I2K4	3	20	20	3	20	3	7	28	100.0	Confident
48	A0A090JX22	A0A090JX22_METFO_Proline--tRNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=proS_PE=3_SV=1			54.00243693518724	94.44	12.82	0.00836894586894587		0		0	Single Protein		A0A090JX22	4	68	68	4	68	4	8	90	100.0	Confident
49	A0A090I2K0	A0A090I2K0_METFO_Phosphoribosylformylglycinamidine_cyclo-ligase_OS=Methanobacterium_formicicum_OX=2162_GN=purM_PE=3_SV=1			39.38140142781317	73.35	16.21	0.011609907120743036		0		0	Single Protein		A0A090I2K0	4	10	10	4	10	4	7	22	100.0	Confident
50	A0A090JX40	A0A090JX40_METFO_(5-formylfuran-3-yl)methyl_phosphate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=mfnB_PE=3_SV=1			24.928742961218738	85.65	17.3	0.026272577996715927		0		0	Single Protein		A0A090JX40	3	12	12	3	12	3	7	20	100.0	Confident
51	A0A090I2L6	A0A090I2L6_METFO_D-3-phosphoglycerate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=serA3_PE=3_SV=1			57.753524852499645	83.36	27.41	0.02304672813745393		0		0	Single Protein		A0A090I2L6	13	70	70	13	70	13	48	146	100.0	Confident
52	A0A090I2L4	A0A090I2L4_METFO_tRNA-binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0780_PE=4_SV=1			26.84717107774352	68.33	10.83	0.01524390243902439		0		0	Single Protein		A0A090I2L4	2	24	24	2	24	2	3	38	100.0	Confident
53	A0A090I2I6	A0A090I2I6_METFO_Archaeal_glutamate_synthase_[NADPH]_OS=Methanobacterium_formicicum_OX=2162_GN=gltA2_PE=3_SV=1			65.72730459220351	73.87	21.45	0.008024330529222896		0		0	Single Protein		A0A090I2I6	11	52	52	11	52	11	18	84	100.0	Confident
54	A0A090I2J1	A0A090I2J1_METFO_Pyruvate_ferredoxin_oxidoreductase_beta_subunit_PorB_OS=Methanobacterium_formicicum_OX=2162_GN=porB_PE=4_SV=1			31.26169712352987	65.85	8.01	0.006172839506172839		0		0	Single Protein		A0A090I2J1	2	26	26	2	26	2	2	31	100.0	Confident
55	A0A089ZG11	A0A089ZG11_METFO_ABC_transporter_permease_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2312_PE=4_SV=1			39.14748527966948	50.96	2.2	0.009302325581395349		0		0	Single Protein		A0A089ZG11	1	21	21	1	21	1	2	38	100.0	Doubtful
56	A0A090JWM7	A0A090JWM7_METFO_2-oxoglutarate_synthase_subunit_KorC_OS=Methanobacterium_formicicum_OX=2162_GN=korC_PE=4_SV=1			21.7442460266449	100.0	34.48	0.013136288998357963		0		0	Single Protein		A0A090JWM7	4	11	11	4	11	4	6	23	100.0	Confident
57	A0A090I2G6	A0A090I2G6_METFO_Methyl-coenzyme_M_reductase_subunit_alpha_OS=Methanobacterium_formicicum_OX=2162_GN=mcrA_PE=3_SV=1			60.54256923302673	57.82	38.36	0.06686220434520328		0		0	Single Protein		A0A090I2G6	17	50	50	17	50	17	120	194	100.0	Confident
58	A0A090I2G3	A0A090I2G3_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=mtrA1_PE=3_SV=1			25.55408805266908	51.46	26.78	0.10611577964519138		0		0	Single Protein		A0A090I2G3	6	16	15	5	16	6	40	61	100.0	Confident
59	A0A089ZG19	A0A089ZG19_METFO_Formate/nitrite_transporter_FdhC_OS=Methanobacterium_formicicum_OX=2162_GN=fdhC_PE=3_SV=1			29.45738749034299	29.29	7.5	0.06707317073170732		0		0	Single Protein		A0A089ZG19	2	5	5	2	5	2	6	9	100.0	Confident
60	A0A089ZFP6	A0A089ZFP6_METFO_Peptidase_S26B,_signal_peptidase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0029_PE=4_SV=1			17.74063334689432	79.38	25.62	0.026246719160104987		0		0	Single Protein		A0A089ZFP6	3	13	13	3	13	3	5	18	100.0	Confident
61	A0A089ZG02	A0A089ZG02_METFO_DNA_repair_and_recombination_protein_RadA_OS=Methanobacterium_formicicum_OX=2162_GN=radA_PE=3_SV=1			33.94770306946725	77.49	29.9	0.04206678522031215		0		0	Single Protein		A0A089ZG02	7	33	33	7	33	7	31	74	100.0	Confident
62	A0A090JWN5	A0A090JWN5_METFO_DNA-directed_RNA_polymerase_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=rpoB1_PE=3_SV=1			67.8535797713042	74.13	3.81	0.0029940119760479044		0		0	Single Protein		A0A090JWN5	2	55	55	2	55	2	2	74	100.0	Confident
63	A0A090JWN0	A0A090JWN0_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1604_PE=4_SV=1			30.278711658742367	69.06	25.9	0.04893939393939393		0		0	Single Protein		A0A090JWN0	5	21	21	5	21	5	24	55	100.0	Confident
64	A0A090I496	A0A090I496_METFO_N-acetyl-gamma-glutamyl-phosphate_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=argC_PE=3_SV=1			36.82466253587033	77.38	13.39	0.014743589743589745		0		0	Single Protein		A0A090I496	4	20	20	4	20	4	7	29	100.0	Confident
65	A0A090I3X8	A0A090I3X8_METFO_Formylmethanofuran_dehydrogenase,_subunit_E_region_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1521_PE=4_SV=1			20.88225516230017	84.74	5.79	0.005263157894736842		0		0	Single Protein		A0A090I3X8	1	20	20	1	20	1	1	32	100.0	Doubtful
66	LYSC_CHICK				16.228018007207567	100.0	19.05	0.017006802721088437		0		0	Single Protein		LYSC_CHICK	2	20	20	2	20	2	3	32	100.0	Confident
67	A0A090I492	A0A090I492_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1838_PE=4_SV=1			19.49223321938471	100.0	7.65	0.0058823529411764705		0		0	Single Protein		A0A090I492	1	21	21	1	21	1	1	21	100.0	Doubtful
68	A0A090I494	A0A090I494_METFO_Short-chain_dehydrogenase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1978_PE=4_SV=1			27.67308345546492	87.21	24.42	0.030888888888888886		0		0	Single Protein		A0A090I494	5	28	28	5	28	5	13	51	100.0	Confident
69	A0A090I489	A0A090I489_METFO_GTP-binding_protein_Rab-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1673_PE=4_SV=1			16.80842800228229	73.68	15.13	0.022321428571428572		0		0	Single Protein		A0A090I489	2	14	14	2	14	2	4	21	100.0	Confident
70	A0A090I3Y9	A0A090I3Y9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1536_PE=4_SV=1			30.228689601902673	69.57	4.35	0.005208333333333333		0		0	Single Protein		A0A090I3Y9	1	28	28	1	28	1	1	41	100.0	Doubtful
71	A0A090I3Y4	A0A090I3Y4_METFO_Transcriptional_repressor_of_nif_and_glnA_operons_NrpR_OS=Methanobacterium_formicicum_OX=2162_GN=nrpR_PE=4_SV=1			61.827268007510554	95.39	1.95	0.0035460992907801418		0		0	Single Protein		A0A090I3Y4	1	54	54	1	54	1	2	77	100.0	Doubtful
72	A0A090I3Y5	A0A090I3Y5_METFO_Flavodoxin_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1682_PE=4_SV=1			18.41983338177531	77.44	10.37	0.015748031496062992		0		0	Single Protein		A0A090I3Y5	1	33	33	1	33	1	2	44	100.0	Doubtful
73	A0A090I3Y0	A0A090I3Y0_METFO_Phenylalanine--tRNA_ligase_beta_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=pheT_PE=3_SV=1			62.976910213122075	88.85	9.35	0.004647435897435897		0		0	Single Protein		A0A090I3Y0	4	52	52	4	52	4	5	72	100.0	Confident
74	A0A090I3V1	A0A090I3V1_METFO_Formate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=fdhA_PE=4_SV=1			75.66813409828335	66.08	9.36	0.009160052910052912		0		0	Single Protein		A0A090I3V1	5	55	55	5	55	5	9	76	100.0	Confident
75	A0A090I471	A0A090I471_METFO_GDP-mannose_4,6-dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1648_PE=4_SV=1			46.0954035172292	90.75	13.63	0.011617515638963362		0		0	Single Protein		A0A090I471	4	31	31	4	31	4	8	44	100.0	Confident
76	A0A089ZGN8	A0A089ZGN8_METFO_PRC-barrel_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0515_PE=4_SV=1			9.494966413507226	100.0	22.99	0.017241379310344827		0		0	Single Protein		A0A089ZGN8	2	6	6	2	6	2	2	8	100.0	Confident
77	A0A090I478	A0A090I478_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1803_PE=4_SV=1			14.857632858645031	100.0	8.03	0.014598540145985401		0		0	Single Protein		A0A090I478	1	7	7	1	7	1	2	11	100.0	Doubtful
78	A0A090I3T1	A0A090I3T1_METFO_Elongation_factor_2_OS=Methanobacterium_formicicum_OX=2162_GN=fusA_PE=3_SV=1			80.1620668389784	91.99	19.34	0.015075278767475293		0		0	Single Protein		A0A090I3T1	13	74	74	13	74	13	43	144	100.0	Confident
79	A0A090JXZ1	A0A090JXZ1_METFO_Delta-aminolevulinic_acid_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=hemB_PE=3_SV=1			36.52925036793041	78.9	5.5	0.005244755244755245		0		0	Single Protein		A0A090JXZ1	2	51	51	2	51	2	3	97	100.0	Confident
80	A0A090I3S6	A0A090I3S6_METFO_DNA-directed_RNA_polymerase_subunit_A''_OS=Methanobacterium_formicicum_OX=2162_GN=rpoA2_PE=3_SV=1			42.69348651441685	84.86	20.37	0.043421942640692636		0		0	Single Protein		A0A090I3S6	8	39	39	8	39	8	33	90	100.0	Confident
81	A0A090I3U3	A0A090I3U3_METFO_Peptidase_U62_modulator_of_DNA_gyrase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0009_PE=4_SV=1			46.572105792814185	64.29	17.28	0.014809656453110494		0		0	Single Protein		A0A090I3U3	6	24	24	6	24	6	12	43	100.0	Confident
82	A0A090I465	A0A090I465_METFO_Spore_coat_polysaccharide_biosynthesis_protein_SpsK_OS=Methanobacterium_formicicum_OX=2162_GN=spsK_PE=4_SV=1			31.44358746824261	74.55	27.96	0.026362179487179487		0		0	Single Protein		A0A090I465	5	21	21	5	21	5	11	36	100.0	Confident
83	A0A089ZGG9	A0A089ZGG9_METFO_50S_ribosomal_protein_L4_OS=Methanobacterium_formicicum_OX=2162_GN=rpl4p_PE=3_SV=1			28.620400066660952	90.08	20.61	0.023027989821882953		0		0	Single Protein		A0A089ZGG9	5	44	44	5	44	5	12	65	100.0	Confident
84	A0A089ZGG4	A0A089ZGG4_METFO_50S_ribosomal_protein_L14_OS=Methanobacterium_formicicum_OX=2162_GN=rpl14p_PE=3_SV=1			14.109756941335823	100.0	47.73	0.13845598845598847		0		0	Single Protein		A0A089ZGG4	8	19	19	8	19	8	43	71	100.0	Confident
85	A0A090I455	A0A090I455_METFO_Type_2_DNA_topoisomerase_6_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=top6A_PE=3_SV=1			39.711346466284894	81.2	9.4	0.012280701754385965		0		0	Single Protein		A0A090I455	2	57	57	2	57	2	4	89	100.0	Confident
86	A0A090I431	A0A090I431_METFO_2-oxoglutarate_synthase_subunit_KorA_OS=Methanobacterium_formicicum_OX=2162_GN=korA_PE=4_SV=1			41.24152994018433	66.93	5.6	0.019855595667870037		0		0	Single Protein		A0A090I431	2	31	31	2	31	2	7	45	100.0	Confident
87	A0A090I3Q7	A0A090I3Q7_METFO_Nucleotidyl_transferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1421_PE=4_SV=1			38.70658746081398	91.04	13.73	0.020398009950248756		0		0	Single Protein		A0A090I3Q7	3	45	45	3	45	3	9	66	100.0	Confident
88	A0A090I428	A0A090I428_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2089_PE=4_SV=1			49.263487711149	63.76	18.78	0.020860700602079913		0		0	Single Protein		A0A090I428	7	37	37	7	37	7	14	63	100.0	Confident
89	A0A090I424	A0A090I424_METFO_Translation_initiation_factor_5A_OS=Methanobacterium_formicicum_OX=2162_GN=eif5a_PE=3_SV=1			14.199685032778767	75.38	36.92	0.15136054421768708		0		0	Single Protein		A0A090I424	6	14	14	6	14	6	36	54	100.0	Confident
90	A0A090I3S2	A0A090I3S2_METFO_Phosphoglycerate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=pgk_PE=3_SV=1			44.27086703064737	62.1	13.45	0.006547619047619048		0		0	Single Protein		A0A090I3S2	3	28	28	3	28	3	3	39	100.0	Confident
91	A0A090I442	A0A090I442_METFO_50S_ribosomal_protein_L30e_OS=Methanobacterium_formicicum_OX=2162_GN=rpl30e_PE=3_SV=1			10.309338831390962	57.14	38.78	0.08333333333333333		0		0	Single Protein		A0A090I442	3	5	5	3	5	3	7	12	100.0	Confident
