	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
31	A0A090I2T0	A0A090I2T0_METFO_Cation_antiporter_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0896_PE=4_SV=1			35.45135639521761	33.13	0.0	0.0					Single Protein		A0A090I2T0	0	8	7	0	0	0	0	12	0.0	Not Validated
32	A0A090I349	A0A090I349_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1236_PE=4_SV=1			14.666554935952039	76.15	0.0	0.0					Single Protein		A0A090I349	0	13	13	0	0	0	0	19	0.0	Not Validated
33	A0A090I345	A0A090I345_METFO_3-isopropylmalate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=leuB3_PE=4_SV=1			35.66912764819991	55.79	24.09	173.4231340986534					Single Protein		A0A090I345	5	24	24	5	24	5	11	48	100.0	Confident
34	A0A090I2S5	A0A090I2S5_METFO_Energy-converting_hydrogenase_B_subunit_B_EhbB_OS=Methanobacterium_formicicum_OX=2162_GN=ehbB_PE=4_SV=1			9.286181000206971	62.92	0.0	0.0					Single Protein		A0A090I2S5	0	2	2	0	0	0	0	2	0.0	Not Validated
35	A0A090I2S7	A0A090I2S7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0891_PE=4_SV=1			52.922648723390395	88.98	3.67	12.849882037226292					Single Protein		A0A090I2S7	1	50	50	1	50	1	1	61	88.23529411764706	Doubtful
36	A0A090I363	A0A090I363_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1109_PE=4_SV=1			13.796125427649255	50.39	0.0	0.0					Single Protein		A0A090I363	0	6	6	0	0	0	0	6	0.0	Not Validated
37	A0A090I2U4	A0A090I2U4_METFO_Iron-sulfur_cluster_carrier_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0916_PE=3_SV=1			31.602273426618318	52.94	0.0	0.0					Single Protein		A0A090I2U4	0	37	37	0	0	0	0	46	0.0	Not Validated
38	A0A090I366	A0A090I366_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1271_PE=4_SV=1			40.288953327701606	56.7	0.0	0.0					Single Protein		A0A090I366	0	17	17	0	0	0	0	27	0.0	Not Validated
39	A0A090I360	A0A090I360_METFO_F420H2_oxidase_FprA_OS=Methanobacterium_formicicum_OX=2162_GN=fprA3_PE=4_SV=1			45.63002841869407	89.93	7.13	25.80509097639706					Single Protein		A0A090I360	2	25	25	2	25	2	2	31	100.0	Confident
40	A0A090I2U1	A0A090I2U1_METFO_Putative_methylthiotransferase_MJ0865_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0911_PE=4_SV=1			49.63566985859371	77.25	0.0	0.0					Single Protein		A0A090I2U1	0	39	39	0	0	0	0	54	58.82352941176471	Not Validated
41	A0A090I2U2	A0A090I2U2_METFO_UPF0104_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1102_PE=3_SV=1			37.396427410013715	49.11	0.0	0.0					Single Protein		A0A090I2U2	0	18	18	0	0	0	0	22	0.0	Not Validated
42	A0A090I362	A0A090I362_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1261_PE=4_SV=1			33.88804763244859	100.0	2.76	21.711869649106493					Single Protein		A0A090I362	1	50	50	1	0	0	1	80	81.25	Not Validated
43	PRDX1_HUMAN				22.096278847426646	100.0	0.0	0.0					Single Protein		PRDX1_HUMAN	0	13	13	0	0	0	0	15	0.0	Not Validated
44	A0A090I2T7	A0A090I2T7_METFO_Methyl-coenzyme_M_reductase_subunit_gamma_OS=Methanobacterium_formicicum_OX=2162_GN=mcrG_PE=3_SV=1			28.43216440352032	100.0	28.51	96.51173115108182					Single Protein		A0A090I2T7	5	52	52	5	52	5	8	81	100.0	Confident
45	A0A090I357	A0A090I357_METFO_Molybdenum_cofactor_synthesis_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1251_PE=4_SV=1			43.77786849188656	62.13	0.0	0.0					Single Protein		A0A090I357	0	22	22	0	0	0	0	28	0.0	Not Validated
46	A0A090I2T8	A0A090I2T8_METFO_Digeranylgeranylglycerophospholipid_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1097_PE=3_SV=1			42.2009676244594	91.6	6.62	26.23517582600368					Single Protein		A0A090I2T8	2	38	38	2	38	2	2	50	100.0	Confident
47	A0A090I359	A0A090I359_METFO_Phosphoesterase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1103_PE=3_SV=1			17.517978791302294	80.63	0.0	0.0					Single Protein		A0A090I359	0	8	8	0	0	0	0	8	0.0	Not Validated
48	A0A090JX92	A0A090JX92_METFO_Methylase_involved_in_ubiquinone/menaquinone_biosynthesis_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1831_PE=4_SV=1			30.265871816108774	47.31	0.0	0.0					Single Protein		A0A090JX92	0	7	7	0	0	0	0	10	0.0	Not Validated
49	A0A090I333	A0A090I333_METFO_Signal_recognition_particle_54_kDa_protein_OS=Methanobacterium_formicicum_OX=2162_GN=srp54_PE=3_SV=1			49.52492927884669	92.99	4.98	22.979716051974023	Oxidation of M(M119)	Oxidation of M(1)			Single Protein		A0A090I333	2	89	89	2	89	2	2	129	100.0	Confident
50	A0A090JX94	A0A090JX94_METFO_Putative_Viral_(Superfamily_1)_RNA_helicase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1836_PE=4_SV=1			141.4288173967556	85.7	0.0	0.0					Single Protein		A0A090JX94	0	110	110	0	0	0	0	148	0.0	Not Validated
51	A0A090I2R3	A0A090I2R3_METFO_TGc_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1067_PE=4_SV=1			130.82308384757442	49.0	24.83	114.07910941066704					Single Protein		A0A090I2R3	21	43	42	20	43	21	55	115	100.0	Confident
52	A0A090JWX1	A0A090JWX1_METFO_Putative_manganese_efflux_pump_MntP_OS=Methanobacterium_formicicum_OX=2162_GN=mntP_PE=3_SV=1			19.47855856007246	45.0	0.0	0.0					Single Protein		A0A090JWX1	0	6	6	0	0	0	0	8	0.0	Not Validated
53	A0A089ZFF7	A0A089ZFF7_METFO_Voltage_gated_chloride_channel_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0873_PE=4_SV=1			62.340483851710545	59.58	0.0	0.0					Single Protein		A0A089ZFF7	0	15	15	0	0	0	0	20	0.0	Not Validated
54	A0A090I2Q7	A0A090I2Q7_METFO_UMP_pyrophosphorylase_OS=Methanobacterium_formicicum_OX=2162_GN=upp_PE=3_SV=1			23.433645183513573	100.0	0.0	0.0					Single Protein		A0A090I2Q7	0	22	22	0	0	0	0	26	0.0	Not Validated
55	A0A090I327	A0A090I327_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1058_PE=4_SV=1			11.912225844191067	50.0	0.0	0.0					Single Protein		A0A090I327	0	9	9	0	0	0	0	11	0.0	Not Validated
56	A0A090I2Q9	A0A090I2Q9_METFO_Long-chain-fatty-acid-CoA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1062_PE=4_SV=1			106.62372713188805	79.14	0.0	0.0					Single Protein		A0A090I2Q9	0	70	70	0	0	0	0	94	0.0	Not Validated
57	A0A090I329	A0A090I329_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1063_PE=4_SV=1			22.534627861610577	84.58	0.0	0.0					Single Protein		A0A090I329	0	22	22	0	0	0	0	29	0.0	Not Validated
58	A0A090I323	A0A090I323_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1053_PE=4_SV=1			116.37204124925671	87.12	0.0	0.0					Single Protein		A0A090I323	0	131	131	0	0	0	0	200	0.0	Not Validated
59	A0A090I2Q4	A0A090I2Q4_METFO_NADPH-dependent_FMN_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1057_PE=4_SV=1			30.158472601604124	100.0	0.0	0.0					Single Protein		A0A090I2Q4	0	62	62	0	0	0	0	86	0.0	Not Validated
60	A0A090JX85	A0A090JX85_METFO_Protease_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1821_PE=3_SV=1			34.86690470634193	71.7	0.0	0.0					Single Protein		A0A090JX85	0	37	37	0	0	0	0	47	0.0	Not Validated
61	A0A090I2Q5	A0A090I2Q5_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0894_PE=4_SV=1			17.029573318745417	100.0	10.0	0.0					Single Protein		A0A090I2Q5	1	24	24	1	0	0	0	35	68.18181818181819	Not Validated
62	A0A090JX88	A0A090JX88_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1826_PE=4_SV=1			26.896734162865116	45.1	0.0	0.0					Single Protein		A0A090JX88	0	11	11	0	0	0	0	12	0.0	Not Validated
63	A0A090JWW8	A0A090JWW8_METFO_B12-binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1701_PE=4_SV=1			54.64919147938635	72.48	0.0	0.0					Single Protein		A0A090JWW8	0	44	44	0	0	0	0	52	0.0	Not Validated
64	A0A090I342	A0A090I342_METFO_N5-carboxyaminoimidazole_ribonucleotide_mutase_OS=Methanobacterium_formicicum_OX=2162_GN=purE_PE=3_SV=1			37.374809639523875	67.34	4.01	80.38011316903254					Single Protein		A0A090I342	1	25	25	1	25	1	3	36	100.0	Doubtful
65	A0A090I2S2	A0A090I2S2_METFO_Formaldehyde-activating_enzyme_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0886_PE=4_SV=1			17.64025432736388	100.0	0.0	0.0					Single Protein		A0A090I2S2	0	11	11	0	0	0	0	16	62.5	Not Validated
66	A0A090I340	A0A090I340_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2282_PE=4_SV=1			15.12075937116786	100.0	42.42	182.05622012590436					Single Protein		A0A090I340	5	26	26	5	26	5	11	47	100.0	Confident
67	A0A089ZFE4	A0A089ZFE4_METFO_Pyridoxamine_5'-phosphate_oxidase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0858_PE=4_SV=1			18.25244444699056	100.0	0.0	0.0					Single Protein		A0A089ZFE4	0	24	24	0	0	0	0	28	0.0	Not Validated
68	A0A090I338	A0A090I338_METFO_Energy-converting_hydrogenase_B_subunit_F_EhbF_OS=Methanobacterium_formicicum_OX=2162_GN=ehbF_PE=4_SV=1			53.60544911446725	20.16	0.0	0.0					Single Protein		A0A090I338	0	6	6	0	0	0	0	6	0.0	Not Validated
69	A0A090I2R9	A0A090I2R9_METFO_F420-non-reducing_hydrogenase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=mvhA_PE=3_SV=1			52.56858579702727	88.35	57.84	174.18621832065037	Oxidation of M(M301)	Oxidation of M(1)			Single Protein		A0A090I2R9	20	54	54	20	54	20	74	161	100.0	Confident
70	A0A090JX96	A0A090JX96_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1841_PE=4_SV=1			29.270331916584865	88.26	0.0	0.0					Single Protein		A0A090JX96	0	67	67	0	0	0	0	86	0.0	Not Validated
71	A0A090I2R5	A0A090I2R5_METFO_Dihydroorotase_OS=Methanobacterium_formicicum_OX=2162_GN=pyrC_PE=3_SV=1			46.97474720200103	85.05	0.0	0.0					Single Protein		A0A090I2R5	0	34	34	0	0	0	0	41	0.0	Not Validated
72	A0A090I336	A0A090I336_METFO_Probable_ribosomal_RNA_small_subunit_methyltransferase_A_OS=Methanobacterium_formicicum_OX=2162_GN=rsmA_PE=3_SV=1			32.01424370737489	89.61	0.0	0.0					Single Protein		A0A090I336	0	65	65	0	0	0	0	92	0.0	Not Validated
73	A0A090JX71	A0A090JX71_METFO_CRISPR_locus-related_DNA-binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1801_PE=4_SV=1			20.44674876641001	100.0	0.0	0.0					Single Protein		A0A090JX71	0	37	37	0	0	0	0	41	0.0	Not Validated
74	A0A090I2P0	A0A090I2P0_METFO_CBS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0268_PE=4_SV=1			34.394967453178985	88.5	26.84	99.85332521707437					Single Protein		A0A090I2P0	7	32	32	7	32	7	12	50	100.0	Confident
75	A0A090JWV3	A0A090JWV3_METFO_Acetylglutamate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=argB_PE=3_SV=1			31.53611919659463	88.74	3.41	24.21708537784955					Single Protein		A0A090JWV3	1	28	28	1	28	1	1	35	76.47058823529412	Doubtful
76	A0A090I311	A0A090I311_METFO_Prephenate_dehydratase_PheA_OS=Methanobacterium_formicicum_OX=2162_GN=pheA_PE=4_SV=1			29.74125446666132	56.13	6.69	83.39658540716401					Single Protein		A0A090I311	1	26	26	1	26	1	2	32	100.0	Doubtful
77	A0A090I2P1	A0A090I2P1_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0841_PE=4_SV=1			15.32109388901542	100.0	0.0	0.0					Single Protein		A0A090I2P1	0	40	40	0	0	0	0	57	0.0	Not Validated
78	CAH2_HUMAN				29.096881701717546	88.03	0.0	0.0					Single Protein		CAH2_HUMAN	0	15	0	0	0	0	0	17	0.0	Not Validated
79	A0A090I309	A0A090I309_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1024_PE=4_SV=1			60.00306832274295	24.66	2.72	43.423739298212986					Single Protein		A0A090I309	1	4	4	1	0	0	1	5	82.35294117647058	Not Validated
80	A0A090I305	A0A090I305_METFO_Coenzyme_F420_hydrogenase_alpha_subunit_FrhA_OS=Methanobacterium_formicicum_OX=2162_GN=frhA_PE=3_SV=1			44.09236639535179	75.06	22.47	110.08885174692496	Oxidation of M(M58, M159)	Oxidation of M(2)			Single Protein		A0A090I305	9	34	34	9	34	9	18	55	100.0	Confident
81	A0A090I306	A0A090I306_METFO_Restriction_endonuclease_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1019_PE=4_SV=1			37.18890219275979	91.13	0.0	0.0					Single Protein		A0A090I306	0	44	44	0	0	0	0	58	0.0	Not Validated
82	A0A090I308	A0A090I308_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1191_PE=4_SV=1			28.087275089174963	86.77	22.96	89.41136155947443					Single Protein		A0A090I308	3	34	34	3	34	3	5	58	100.0	Confident
83	A0A090JWU9	A0A090JWU9_METFO_Protein-export_membrane_protein_SecD_OS=Methanobacterium_formicicum_OX=2162_GN=secD_PE=3_SV=1			42.45029484706849	43.14	6.98	69.0399363842202					Single Protein		A0A090JWU9	2	5	5	2	5	2	3	8	100.0	Confident
84	A0A090JWU4	A0A090JWU4_METFO_Valine--tRNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=valS_PE=3_SV=1			102.69087771776809	80.22	0.0	0.0					Single Protein		A0A090JWU4	0	120	120	0	0	0	0	167	0.0	Not Validated
85	A0A090I301	A0A090I301_METFO_zinc_ribbon_2_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1179_PE=4_SV=1			39.24667426357341	76.68	0.0	0.0					Single Protein		A0A090I301	0	52	52	0	0	0	0	67	0.0	Not Validated
86	CO5_HUMAN				188.21218609712966	74.22	0.0	0.0					Single Protein		CO5_HUMAN	0	122	122	0	0	0	0	161	76.47058823529412	Not Validated
87	A0A090I302	A0A090I302_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1014_PE=4_SV=1			16.28063428623465	52.82	0.0	0.0					Single Protein		A0A090I302	0	16	16	0	0	0	0	23	0.0	Not Validated
88	A0A090JX82	A0A090JX82_METFO_DNA_helicase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1816_PE=4_SV=1			88.33601388386077	92.48	0.0	0.0					Single Protein		A0A090JX82	0	61	61	0	0	0	0	72	0.0	Not Validated
89	A0A090I2Q0	A0A090I2Q0_METFO_Pyridoxamine_5'-phosphate_oxidase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0253_PE=4_SV=1			18.108209278896272	79.11	0.0	0.0					Single Protein		A0A090I2Q0	0	6	6	0	0	0	0	8	0.0	Not Validated
90	A0A090I2Q1	A0A090I2Q1_METFO_7-cyano-7-deazaguanine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=queC_PE=3_SV=1			25.11071476416067	100.0	0.0	0.0					Single Protein		A0A090I2Q1	0	23	23	0	0	0	0	30	0.0	Not Validated
91	A0A089ZFG6	A0A089ZFG6_METFO_Polyketide_cyclase/dehydrase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2060_PE=4_SV=1			16.87064148765435	100.0	0.0	0.0					Single Protein		A0A089ZFG6	0	12	12	0	0	0	0	19	0.0	Not Validated
92	A0A090JX79	A0A090JX79_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1811_PE=4_SV=1			19.836836145660516	72.53	0.0	0.0					Single Protein		A0A090JX79	0	13	13	0	0	0	0	15	0.0	Not Validated
93	A0A090I2P6	A0A090I2P6_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0258_PE=4_SV=1			19.611525919220792	76.19	0.0	0.0					Single Protein		A0A090I2P6	0	13	13	0	0	0	0	15	0.0	Not Validated
94	A0A090JWV8	A0A090JWV8_METFO_ArsR_family_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1033_PE=4_SV=1			13.491748604048738	100.0	0.0	0.0					Single Protein		A0A090JWV8	0	26	26	0	0	0	0	39	0.0	Not Validated
95	A0A090I2P8	A0A090I2P8_METFO_Peptidase_C14_caspase_catalytic_subunit_p20_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0851_PE=4_SV=1			31.84304683182307	89.75	0.0	0.0					Single Protein		A0A090I2P8	0	24	24	0	0	0	0	29	0.0	Not Validated
