	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
11	A0A090I2U7	A0A090I2U7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0951_PE=4_SV=1			21.07893762980883	84.78	0.0	0.0					Single Protein		A0A090I2U7	0	27	27	0	0	0	0	34	0.0	Not Validated
12	A0A090I367	A0A090I367_METFO_Transglutaminase_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1114_PE=4_SV=1			22.266015628255392	100.0	0.0	0.0					Single Protein		A0A090I367	0	10	10	0	0	0	0	12	0.0	Not Validated
13	A0A090I2U8	A0A090I2U8_METFO_Type_11_methyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1113_PE=4_SV=1			29.502234312912204	70.04	0.0	0.0					Single Protein		A0A090I2U8	0	21	21	0	0	0	0	28	0.0	Not Validated
14	A0A090I368	A0A090I368_METFO_Formylmethanofuran_dehydrogenase_subunit_E_OS=Methanobacterium_formicicum_OX=2162_GN=fwdE-2_PE=4_SV=1			22.860347077954216	85.37	13.17	47.82677360048856					Single Protein		A0A090I368	2	18	18	2	18	2	3	30	100.0	Confident
15	A0A089ZFJ0	A0A089ZFJ0_METFO_2-oxoglutarate_ferredoxin_oxidoreductase_subunit_delta_KorD_OS=Methanobacterium_formicicum_OX=2162_GN=korD_PE=4_SV=1			8.584957312027933	100.0	0.0	0.0					Single Protein		A0A089ZFJ0	0	19	19	0	0	0	0	28	0.0	Not Validated
16	A0A090I385	A0A090I385_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1139_PE=4_SV=1			31.55078344610164	20.2	5.39	81.7040715675013					Single Protein		A0A090I385	1	4	4	1	4	1	1	4	100.0	Doubtful
17	A0A090I2W7	A0A090I2W7_METFO_ArsR_family_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2203_PE=4_SV=1			11.276022274217949	100.0	0.0	0.0					Single Protein		A0A090I2W7	0	13	13	0	0	0	0	14	0.0	Not Validated
18	A0A090I387	A0A090I387_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1312_PE=4_SV=1			16.140667538738338	77.37	0.0	0.0					Single Protein		A0A090I387	0	19	19	0	0	0	0	20	0.0	Not Validated
19	A0A090I388	A0A090I388_METFO_HTH_marR-type_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1144_PE=4_SV=1			20.27576986614257	100.0	0.0	0.0					Single Protein		A0A090I388	0	25	25	0	0	0	0	34	0.0	Not Validated
20	A0A090I382	A0A090I382_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1302_PE=4_SV=1			23.10282924894934	100.0	0.0	0.0					Single Protein		A0A090I382	0	22	22	0	0	0	0	35	0.0	Not Validated
21	A0A090I383	A0A090I383_METFO_Diaminopimelate_decarboxylase_OS=Methanobacterium_formicicum_OX=2162_GN=lysA_PE=3_SV=1			47.44991535294705	77.8	18.93	67.85844719472868					Single Protein		A0A090I383	7	33	33	7	33	7	14	53	100.0	Confident
22	A0A090I2W4	A0A090I2W4_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0941_PE=4_SV=1			25.793860372408318	100.0	0.0	0.0					Single Protein		A0A090I2W4	0	18	18	0	0	0	0	20	0.0	Not Validated
23	A0A090I380	A0A090I380_METFO_Flavodoxin_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2204_PE=4_SV=1			17.038860669737147	100.0	0.0	0.0					Single Protein		A0A090I380	0	20	20	0	0	0	0	21	0.0	Not Validated
24	A0A090I2W0	A0A090I2W0_METFO_Glutamate_synthase_beta_subunit_GltB2_OS=Methanobacterium_formicicum_OX=2162_GN=gltB2_PE=4_SV=1			22.159096742623635	43.6	0.0	0.0					Single Protein		A0A090I2W0	0	2	2	0	0	0	0	2	0.0	Not Validated
25	A0A090I2V8	A0A090I2V8_METFO_Lipoprotein-releasing_system_ATP-binding_protein_LolD_OS=Methanobacterium_formicicum_OX=2162_GN=lolD1_PE=4_SV=1			24.4138405462139	86.94	0.0	0.0					Single Protein		A0A090I2V8	0	27	26	0	0	0	0	38	0.0	Not Validated
26	A0A090I379	A0A090I379_METFO_Type_11_methyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1297_PE=4_SV=1			30.073512913190115	75.67	0.0	0.0					Single Protein		A0A090I379	0	31	31	0	0	0	0	39	0.0	Not Validated
27	A0A090I2T3	A0A090I2T3_METFO_Methyl-coenzyme_M_reductase_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=mrtB_PE=3_SV=1			47.4749949124951	41.76	45.37	991.167737089615	Oxidation of M(M30, M226)	Oxidation of M(2)			Single Protein		A0A090I2T3	18	29	29	18	29	18	217	289	100.0	Confident
28	A0A090I353	A0A090I353_METFO_Isoleucine--tRNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=ileS_PE=3_SV=1			122.24897856629357	71.54	0.85	5.985646268681413	Oxidation of M(M435)	Oxidation of M(1)			Single Protein		A0A090I353	1	69	69	1	69	1	2	97	94.11764705882352	Doubtful
29	A0A090JWZ4	A0A090JWZ4_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1711_PE=4_SV=1			35.08303341119526	100.0	0.0	0.0					Single Protein		A0A090JWZ4	0	23	23	0	0	0	0	35	0.0	Not Validated
30	A0A090I355	A0A090I355_METFO_TetR_family_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2159_PE=4_SV=1			25.352092563224133	86.3	0.0	0.0					Single Protein		A0A090I355	0	22	22	0	0	0	1	24	0.0	Not Validated
31	A0A090I2T0	A0A090I2T0_METFO_Cation_antiporter_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0896_PE=4_SV=1			35.45135639521761	33.13	0.0	0.0					Single Protein		A0A090I2T0	0	1	1	0	0	0	0	2	0.0	Not Validated
32	A0A090I349	A0A090I349_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1236_PE=4_SV=1			14.666554935952039	76.15	0.0	0.0					Single Protein		A0A090I349	0	11	11	0	0	0	0	15	0.0	Not Validated
33	A0A090I345	A0A090I345_METFO_3-isopropylmalate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=leuB3_PE=4_SV=1			35.66912764819991	55.79	32.01	169.76473086258818	Oxidation of M(M190)	Oxidation of M(1)			Single Protein		A0A090I345	7	22	22	7	22	7	16	47	100.0	Confident
34	A0A090I2S5	A0A090I2S5_METFO_Energy-converting_hydrogenase_B_subunit_B_EhbB_OS=Methanobacterium_formicicum_OX=2162_GN=ehbB_PE=4_SV=1			9.286181000206971	62.92	0.0	0.0					Single Protein		A0A090I2S5	0	1	1	0	0	0	0	1	0.0	Not Validated
35	A0A090I2S7	A0A090I2S7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0891_PE=4_SV=1			52.922648723390395	88.98	2.45	20.00916038387787					Single Protein		A0A090I2S7	1	30	30	1	30	1	3	39	100.0	Doubtful
36	A0A090I363	A0A090I363_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1109_PE=4_SV=1			13.796125427649255	50.39	0.0	0.0					Single Protein		A0A090I363	0	2	2	0	0	0	0	2	0.0	Not Validated
37	A0A090I2U4	A0A090I2U4_METFO_Iron-sulfur_cluster_carrier_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0916_PE=3_SV=1			31.602273426618318	52.94	0.0	0.0					Single Protein		A0A090I2U4	0	28	28	0	0	0	0	32	0.0	Not Validated
38	A0A090I366	A0A090I366_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1271_PE=4_SV=1			40.288953327701606	56.7	2.85	19.22448742764736					Single Protein		A0A090I366	1	18	18	1	18	1	2	22	100.0	Doubtful
39	A0A090I360	A0A090I360_METFO_F420H2_oxidase_FprA_OS=Methanobacterium_formicicum_OX=2162_GN=fprA3_PE=4_SV=1			45.63002841869407	89.93	39.56	123.91194692271839					Single Protein		A0A090I360	11	32	32	11	32	11	35	69	100.0	Confident
40	A0A090I2U1	A0A090I2U1_METFO_Putative_methylthiotransferase_MJ0865_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0911_PE=4_SV=1			49.63566985859371	77.25	0.0	0.0					Single Protein		A0A090I2U1	0	28	28	0	0	0	0	30	0.0	Not Validated
41	A0A090I362	A0A090I362_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1261_PE=4_SV=1			33.88804763244859	100.0	0.0	0.0					Single Protein		A0A090I362	0	52	52	0	0	0	1	72	47.05882352941176	Not Validated
42	A0A090I2U2	A0A090I2U2_METFO_UPF0104_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1102_PE=3_SV=1			37.396427410013715	49.11	0.0	0.0					Single Protein		A0A090I2U2	0	9	9	0	0	0	0	11	0.0	Not Validated
43	PRDX1_HUMAN				22.096278847426646	100.0	0.0	0.0					Single Protein		PRDX1_HUMAN	0	4	4	0	0	0	0	4	0.0	Not Validated
44	A0A090I2T7	A0A090I2T7_METFO_Methyl-coenzyme_M_reductase_subunit_gamma_OS=Methanobacterium_formicicum_OX=2162_GN=mcrG_PE=3_SV=1			28.43216440352032	100.0	39.76	171.51761208576426					Single Protein		A0A090I2T7	8	52	52	8	52	8	23	104	100.0	Confident
45	A0A090I357	A0A090I357_METFO_Molybdenum_cofactor_synthesis_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1251_PE=4_SV=1			43.77786849188656	62.13	0.0	0.0					Single Protein		A0A090I357	0	21	21	0	0	0	0	25	0.0	Not Validated
46	A0A090I2T8	A0A090I2T8_METFO_Digeranylgeranylglycerophospholipid_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1097_PE=3_SV=1			42.2009676244594	91.6	2.8	27.23469052250043					Single Protein		A0A090I2T8	1	26	26	1	26	1	3	34	100.0	Doubtful
47	A0A090I359	A0A090I359_METFO_Phosphoesterase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1103_PE=3_SV=1			17.517978791302294	80.63	0.0	0.0					Single Protein		A0A090I359	0	4	4	0	0	0	0	5	0.0	Not Validated
48	A0A090JX92	A0A090JX92_METFO_Methylase_involved_in_ubiquinone/menaquinone_biosynthesis_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1831_PE=4_SV=1			30.265871816108774	47.31	0.0	0.0					Single Protein		A0A090JX92	0	13	13	0	0	0	0	17	0.0	Not Validated
49	A0A090I333	A0A090I333_METFO_Signal_recognition_particle_54_kDa_protein_OS=Methanobacterium_formicicum_OX=2162_GN=srp54_PE=3_SV=1			49.52492927884669	92.99	2.04	11.92760168868632	Oxidation of M(M119)	Oxidation of M(1)			Single Protein		A0A090I333	1	53	53	1	53	1	1	72	76.47058823529412	Doubtful
50	A0A090JX94	A0A090JX94_METFO_Putative_Viral_(Superfamily_1)_RNA_helicase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1836_PE=4_SV=1			141.4288173967556	85.7	0.0	0.0					Single Protein		A0A090JX94	0	91	91	0	0	0	0	123	0.0	Not Validated
51	A0A090I2R3	A0A090I2R3_METFO_TGc_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1067_PE=4_SV=1			130.82308384757442	49.0	19.19	64.30551100753657					Single Protein		A0A090I2R3	16	41	40	15	40	15	35	85	100.0	Confident
52	A0A090JWX1	A0A090JWX1_METFO_Putative_manganese_efflux_pump_MntP_OS=Methanobacterium_formicicum_OX=2162_GN=mntP_PE=3_SV=1			19.47855856007246	45.0	0.0	0.0					Single Protein		A0A090JWX1	0	11	11	0	0	0	0	12	0.0	Not Validated
53	A0A089ZFF7	A0A089ZFF7_METFO_Voltage_gated_chloride_channel_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0873_PE=4_SV=1			62.340483851710545	59.58	0.0	0.0					Single Protein		A0A089ZFF7	0	16	16	0	0	0	0	20	0.0	Not Validated
54	A0A090I2Q7	A0A090I2Q7_METFO_UMP_pyrophosphorylase_OS=Methanobacterium_formicicum_OX=2162_GN=upp_PE=3_SV=1			23.433645183513573	100.0	0.0	0.0					Single Protein		A0A090I2Q7	0	15	15	0	0	0	0	24	0.0	Not Validated
55	A0A090I327	A0A090I327_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1058_PE=4_SV=1			11.912225844191067	50.0	0.0	0.0					Single Protein		A0A090I327	0	11	11	0	0	0	0	17	0.0	Not Validated
56	A0A090I2Q9	A0A090I2Q9_METFO_Long-chain-fatty-acid-CoA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1062_PE=4_SV=1			106.62372713188805	79.14	0.0	0.0					Single Protein		A0A090I2Q9	0	47	47	0	0	0	0	59	0.0	Not Validated
57	A0A090I329	A0A090I329_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1063_PE=4_SV=1			22.534627861610577	84.58	0.0	0.0					Single Protein		A0A090I329	0	14	14	0	0	0	0	16	0.0	Not Validated
58	A0A090I323	A0A090I323_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1053_PE=4_SV=1			116.37204124925671	87.12	0.0	0.0					Single Protein		A0A090I323	0	98	98	0	0	0	0	143	0.0	Not Validated
59	A0A090I2Q4	A0A090I2Q4_METFO_NADPH-dependent_FMN_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1057_PE=4_SV=1			30.158472601604124	100.0	0.0	0.0					Single Protein		A0A090I2Q4	0	50	50	0	0	0	0	63	0.0	Not Validated
60	A0A090JX85	A0A090JX85_METFO_Protease_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1821_PE=3_SV=1			34.86690470634193	71.7	0.0	0.0					Single Protein		A0A090JX85	0	28	28	0	0	0	0	35	0.0	Not Validated
61	A0A090I2Q5	A0A090I2Q5_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0894_PE=4_SV=1			17.029573318745417	100.0	0.0	0.0					Single Protein		A0A090I2Q5	0	20	20	0	0	0	0	37	0.0	Not Validated
62	A0A090JWW8	A0A090JWW8_METFO_B12-binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1701_PE=4_SV=1			54.64919147938635	72.48	0.0	0.0					Single Protein		A0A090JWW8	0	42	42	0	0	0	0	52	0.0	Not Validated
63	A0A090JX88	A0A090JX88_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1826_PE=4_SV=1			26.896734162865116	45.1	0.0	0.0					Single Protein		A0A090JX88	0	6	6	0	0	0	0	8	0.0	Not Validated
64	A0A090I342	A0A090I342_METFO_N5-carboxyaminoimidazole_ribonucleotide_mutase_OS=Methanobacterium_formicicum_OX=2162_GN=purE_PE=3_SV=1			37.374809639523875	67.34	0.0	0.0					Single Protein		A0A090I342	0	18	18	0	0	0	1	25	0.0	Not Validated
65	A0A090I2S2	A0A090I2S2_METFO_Formaldehyde-activating_enzyme_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0886_PE=4_SV=1			17.64025432736388	100.0	0.0	0.0					Single Protein		A0A090I2S2	0	2	2	0	0	0	0	3	0.0	Not Validated
66	A0A090I340	A0A090I340_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2282_PE=4_SV=1			15.12075937116786	100.0	21.97	129.9837502210248					Single Protein		A0A090I340	2	23	23	2	23	2	4	40	100.0	Confident
67	A0A089ZFE4	A0A089ZFE4_METFO_Pyridoxamine_5'-phosphate_oxidase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0858_PE=4_SV=1			18.25244444699056	100.0	0.0	0.0					Single Protein		A0A089ZFE4	0	25	25	0	0	0	0	39	47.05882352941176	Not Validated
68	A0A090I338	A0A090I338_METFO_Energy-converting_hydrogenase_B_subunit_F_EhbF_OS=Methanobacterium_formicicum_OX=2162_GN=ehbF_PE=4_SV=1			53.60544911446725	20.16	0.0	0.0					Single Protein		A0A090I338	0	2	2	0	0	0	0	2	0.0	Not Validated
69	A0A090I2R9	A0A090I2R9_METFO_F420-non-reducing_hydrogenase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=mvhA_PE=3_SV=1			52.56858579702727	88.35	77.54	251.0961215667775	Oxidation of M(M235, M301, M406, M408)	Oxidation of M(4)			Single Protein		A0A090I2R9	33	63	63	33	63	33	169	279	100.0	Confident
70	A0A090I2R5	A0A090I2R5_METFO_Dihydroorotase_OS=Methanobacterium_formicicum_OX=2162_GN=pyrC_PE=3_SV=1			46.97474720200103	85.05	0.0	0.0					Single Protein		A0A090I2R5	0	21	21	0	0	0	0	22	0.0	Not Validated
71	A0A090JX96	A0A090JX96_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1841_PE=4_SV=1			29.270331916584865	88.26	0.0	0.0					Single Protein		A0A090JX96	0	37	37	0	0	0	0	43	0.0	Not Validated
72	A0A090I336	A0A090I336_METFO_Probable_ribosomal_RNA_small_subunit_methyltransferase_A_OS=Methanobacterium_formicicum_OX=2162_GN=rsmA_PE=3_SV=1			32.01424370737489	89.61	0.0	0.0					Single Protein		A0A090I336	0	51	51	0	0	0	0	73	0.0	Not Validated
73	A0A090JX71	A0A090JX71_METFO_CRISPR_locus-related_DNA-binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1801_PE=4_SV=1			20.44674876641001	100.0	0.0	0.0					Single Protein		A0A090JX71	0	25	25	0	0	0	0	30	0.0	Not Validated
74	A0A090JWV3	A0A090JWV3_METFO_Acetylglutamate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=argB_PE=3_SV=1			31.53611919659463	88.74	10.58	25.139714328461935					Single Protein		A0A090JWV3	3	19	19	3	19	3	3	26	100.0	Confident
75	A0A090I2P0	A0A090I2P0_METFO_CBS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0268_PE=4_SV=1			34.394967453178985	88.5	35.14	129.60706900277088					Single Protein		A0A090I2P0	10	31	31	10	31	10	24	59	100.0	Confident
76	A0A090I311	A0A090I311_METFO_Prephenate_dehydratase_PheA_OS=Methanobacterium_formicicum_OX=2162_GN=pheA_PE=4_SV=1			29.74125446666132	56.13	0.0	0.0					Single Protein		A0A090I311	0	15	15	0	0	0	0	19	0.0	Not Validated
77	A0A090I2P1	A0A090I2P1_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0841_PE=4_SV=1			15.32109388901542	100.0	0.0	0.0					Single Protein		A0A090I2P1	0	20	20	0	0	0	0	23	0.0	Not Validated
78	CAH2_HUMAN				29.096881701717546	88.03	0.0	0.0					Single Protein		CAH2_HUMAN	0	10	10	0	0	0	0	14	0.0	Not Validated
79	A0A090I305	A0A090I305_METFO_Coenzyme_F420_hydrogenase_alpha_subunit_FrhA_OS=Methanobacterium_formicicum_OX=2162_GN=frhA_PE=3_SV=1			44.09236639535179	75.06	26.17	95.23325965183363	Oxidation of M(M143, M159)	Oxidation of M(2)			Single Protein		A0A090I305	9	23	23	9	23	9	21	45	100.0	Confident
80	A0A090I306	A0A090I306_METFO_Restriction_endonuclease_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1019_PE=4_SV=1			37.18890219275979	91.13	7.03	29.98314552935827					Single Protein		A0A090I306	2	40	40	2	40	2	3	57	100.0	Confident
81	A0A090I308	A0A090I308_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1191_PE=4_SV=1			28.087275089174963	86.77	0.0	0.0					Single Protein		A0A090I308	0	31	31	0	0	0	0	46	0.0	Not Validated
82	A0A090JWU9	A0A090JWU9_METFO_Protein-export_membrane_protein_SecD_OS=Methanobacterium_formicicum_OX=2162_GN=secD_PE=3_SV=1			42.45029484706849	43.14	0.0	0.0					Single Protein		A0A090JWU9	0	6	6	0	0	0	0	7	0.0	Not Validated
83	A0A090JWU4	A0A090JWU4_METFO_Valine--tRNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=valS_PE=3_SV=1			102.69087771776809	80.22	1.35	6.143163275751976					Single Protein		A0A090JWU4	1	111	111	1	111	1	1	170	100.0	Doubtful
84	A0A090I301	A0A090I301_METFO_zinc_ribbon_2_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1179_PE=4_SV=1			39.24667426357341	76.68	0.0	0.0					Single Protein		A0A090I301	0	33	33	0	0	0	0	43	0.0	Not Validated
85	CO5_HUMAN				188.21218609712966	74.22	0.54	3.5395265661011384					Single Protein		CO5_HUMAN	1	96	96	1	0	0	1	122	52.94117647058824	Not Validated
86	A0A090I302	A0A090I302_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1014_PE=4_SV=1			16.28063428623465	52.82	0.0	0.0					Single Protein		A0A090I302	0	14	14	0	0	0	0	19	0.0	Not Validated
87	A0A090JX82	A0A090JX82_METFO_DNA_helicase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1816_PE=4_SV=1			88.33601388386077	92.48	0.0	0.0					Single Protein		A0A090JX82	0	60	60	0	0	0	0	81	0.0	Not Validated
88	A0A090I2Q0	A0A090I2Q0_METFO_Pyridoxamine_5'-phosphate_oxidase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0253_PE=4_SV=1			18.108209278896272	79.11	0.0	0.0					Single Protein		A0A090I2Q0	0	10	10	0	0	0	0	12	0.0	Not Validated
89	A0A090I2Q1	A0A090I2Q1_METFO_7-cyano-7-deazaguanine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=queC_PE=3_SV=1			25.11071476416067	100.0	0.0	0.0					Single Protein		A0A090I2Q1	0	20	20	0	0	0	0	33	0.0	Not Validated
90	A0A089ZFG6	A0A089ZFG6_METFO_Polyketide_cyclase/dehydrase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2060_PE=4_SV=1			16.87064148765435	100.0	0.0	0.0					Single Protein		A0A089ZFG6	0	9	9	0	0	0	0	12	0.0	Not Validated
91	A0A090I2P6	A0A090I2P6_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0258_PE=4_SV=1			19.611525919220792	76.19	0.0	0.0					Single Protein		A0A090I2P6	0	14	14	0	0	0	0	15	0.0	Not Validated
92	A0A090JX79	A0A090JX79_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1811_PE=4_SV=1			19.836836145660516	72.53	0.0	0.0					Single Protein		A0A090JX79	0	8	8	0	0	0	0	8	0.0	Not Validated
93	A0A090JWV8	A0A090JWV8_METFO_ArsR_family_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1033_PE=4_SV=1			13.491748604048738	100.0	0.0	0.0					Single Protein		A0A090JWV8	0	29	29	0	0	0	0	52	0.0	Not Validated
94	A0A090I318	A0A090I318_METFO_PPC_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0262_PE=4_SV=1			13.4479904227015	100.0	0.0	0.0					Single Protein		A0A090I318	0	5	5	0	0	0	0	6	0.0	Not Validated
95	A0A090I2P8	A0A090I2P8_METFO_Peptidase_C14_caspase_catalytic_subunit_p20_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0851_PE=4_SV=1			31.84304683182307	89.75	4.24	17.322418000176953					Single Protein		A0A090I2P8	1	24	24	1	0	0	1	31	50.0	Not Validated
