	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting NSAF	Confident Phosphosites	#Confident Phosphosites	Ambiguous Phosphosites	#Ambiguous Phosphosites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
58	A0A090I495	A0A090I495_METFO_Restriction_endonuclease_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1843_PE=4_SV=1			113.29031287612938	86.09	0.81	0.0010672358591248667		0		0	Single Protein		A0A090I495	1	68	68	1	68	1	1	83	70.58823529411764	Doubtful
59	LYSC_CHICK				16.228018007207567	100.0	10.88	0.013605442176870748		0		0	Single Protein		LYSC_CHICK	1	19	18	1	19	1	2	27	100.0	Doubtful
60	A0A090I3X2	A0A090I3X2_METFO_Probable_phosphoglucosamine_mutase_OS=Methanobacterium_formicicum_OX=2162_GN=glmM1_PE=3_SV=1			49.01918478166416	84.0	7.56	0.006535947712418302		0		0	Single Protein		A0A090I3X2	3	26	26	3	26	3	5	33	100.0	Confident
61	A0A090I494	A0A090I494_METFO_Short-chain_dehydrogenase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1978_PE=4_SV=1			27.67308345546492	87.21	37.21	0.0338941798941799		0		0	Single Protein		A0A090I494	7	24	24	7	24	7	21	42	100.0	Confident
62	A0A090I489	A0A090I489_METFO_GTP-binding_protein_Rab-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1673_PE=4_SV=1			16.80842800228229	73.68	7.89	0.008928571428571428		0		0	Single Protein		A0A090I489	1	21	21	1	21	1	1	34	100.0	Doubtful
63	A0A090I3Y0	A0A090I3Y0_METFO_Phenylalanine--tRNA_ligase_beta_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=pheT_PE=3_SV=1			62.976910213122075	93.53	11.51	0.006955128205128206		0		0	Single Protein		A0A090I3Y0	5	38	38	5	38	5	8	54	100.0	Confident
64	A0A090I3V1	A0A090I3V1_METFO_Formate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=fdhA_PE=4_SV=1			75.66813409828335	73.68	17.25	0.01751070798689846		0		0	Single Protein		A0A090I3V1	10	51	51	10	51	10	36	96	100.0	Confident
65	A0A090I471	A0A090I471_METFO_GDP-mannose_4,6-dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1648_PE=4_SV=1			46.0954035172292	90.75	15.33	0.013628239499553172		0		0	Single Protein		A0A090I471	4	23	23	4	23	4	7	31	100.0	Confident
66	A0A090I482	A0A090I482_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1663_PE=4_SV=1			90.30709930383422	71.37	1.13	0.0016863406408094434		0		0	Single Protein		A0A090I482	1	65	62	1	65	1	1	100	94.11764705882352	Doubtful
67	A0A090I3T1	A0A090I3T1_METFO_Elongation_factor_2_OS=Methanobacterium_formicicum_OX=2162_GN=fusA_PE=3_SV=1			80.1620668389784	95.58	46.69	0.029496843484539414		0		0	Single Protein		A0A090I3T1	29	84	84	29	84	29	98	239	100.0	Confident
68	A0A090JXZ1	A0A090JXZ1_METFO_Delta-aminolevulinic_acid_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=hemB_PE=3_SV=1			36.52925036793041	78.9	15.29	0.00641025641025641		0		0	Single Protein		A0A090JXZ1	3	51	51	3	51	3	3	117	100.0	Confident
69	A0A090I449	A0A090I449_METFO_Molybdopterin_biosynthesis_MoaE_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1743_PE=4_SV=1			16.20348759569856	81.51	6.16	0.00684931506849315		0		0	Single Protein		A0A090I449	1	10	10	1	10	1	1	11	100.0	Doubtful
70	A0A090I3S6	A0A090I3S6_METFO_DNA-directed_RNA_polymerase_subunit_A''_OS=Methanobacterium_formicicum_OX=2162_GN=rpoA2_PE=3_SV=1			42.69348651441685	84.86	8.62	0.025568181818181823		0		0	Single Protein		A0A090I3S6	3	38	38	3	38	3	12	68	100.0	Confident
71	A0A090I3U3	A0A090I3U3_METFO_Peptidase_U62_modulator_of_DNA_gyrase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0009_PE=4_SV=1			46.572105792814185	76.27	2.07	0.002785515320334262		0		0	Single Protein		A0A090I3U3	1	18	18	1	18	1	1	24	100.0	Doubtful
72	A0A090I465	A0A090I465_METFO_Spore_coat_polysaccharide_biosynthesis_protein_SpsK_OS=Methanobacterium_formicicum_OX=2162_GN=spsK_PE=4_SV=1			31.44358746824261	74.55	21.15	0.025240384615384612		0		0	Single Protein		A0A090I465	4	16	16	4	16	4	10	24	100.0	Confident
73	A0A089ZGG9	A0A089ZGG9_METFO_50S_ribosomal_protein_L4_OS=Methanobacterium_formicicum_OX=2162_GN=rpl4p_PE=3_SV=1			28.620400066660952	100.0	9.54	0.01717557251908397		0		0	Single Protein		A0A089ZGG9	2	24	24	2	24	2	5	36	100.0	Confident
74	A0A089ZGG4	A0A089ZGG4_METFO_50S_ribosomal_protein_L14_OS=Methanobacterium_formicicum_OX=2162_GN=rpl14p_PE=3_SV=1			14.109756941335823	100.0	45.45	0.10694444444444443		0		0	Single Protein		A0A089ZGG4	6	16	16	6	16	6	28	40	100.0	Confident
75	A0A090I455	A0A090I455_METFO_Type_2_DNA_topoisomerase_6_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=top6A_PE=3_SV=1			39.711346466284894	81.2	16.81	0.014619883040935673		0		0	Single Protein		A0A090I455	3	40	40	3	40	3	6	59	100.0	Confident
76	A0A090I431	A0A090I431_METFO_2-oxoglutarate_synthase_subunit_KorA_OS=Methanobacterium_formicicum_OX=2162_GN=korA_PE=4_SV=1			41.24152994018433	73.87	11.2	0.009626955475330927		0		0	Single Protein		A0A090I431	3	22	22	3	22	3	5	33	100.0	Confident
77	A0A090I3Q7	A0A090I3Q7_METFO_Nucleotidyl_transferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1421_PE=4_SV=1			38.70658746081398	91.04	14.33	0.012935323383084577		0		0	Single Protein		A0A090I3Q7	3	42	42	3	42	3	6	58	100.0	Confident
78	A0A090I428	A0A090I428_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2089_PE=4_SV=1			49.263487711149	69.43	23.58	0.016772714833059667		0		0	Single Protein		A0A090I428	8	34	34	8	34	8	17	60	100.0	Confident
79	A0A090I424	A0A090I424_METFO_Translation_initiation_factor_5A_OS=Methanobacterium_formicicum_OX=2162_GN=eif5a_PE=3_SV=1			14.199685032778767	75.38	24.62	0.1032312925170068		0		0	Single Protein		A0A090I424	5	8	8	5	8	5	16	25	100.0	Confident
80	A0A090I3S2	A0A090I3S2_METFO_Phosphoglycerate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=pgk_PE=3_SV=1			44.27086703064737	68.46	13.69	0.011309523809523811		0		0	Single Protein		A0A090I3S2	3	23	23	3	23	3	5	32	100.0	Confident
81	A0A090I442	A0A090I442_METFO_50S_ribosomal_protein_L30e_OS=Methanobacterium_formicicum_OX=2162_GN=rpl30e_PE=3_SV=1			10.309338831390962	57.14	28.57	0.044642857142857144		0		0	Single Protein		A0A090I442	2	5	5	2	5	2	4	10	100.0	Confident
82	A0A090I443	A0A090I443_METFO_Superoxide_dismutase_OS=Methanobacterium_formicicum_OX=2162_GN=sod_PE=3_SV=1			27.422841747176992	100.0	31.91	0.03869300911854102		0		0	Single Protein		A0A090I443	7	33	33	7	33	7	16	59	100.0	Confident
83	A0A090JXY4	A0A090JXY4_METFO_Chorismate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=aroC_PE=3_SV=1			38.6487870591305	91.74	3.03	0.0027548209366391185		0		0	Single Protein		A0A090JXY4	1	13	13	1	13	1	1	19	100.0	Doubtful
84	A0A090I433	A0A090I433_METFO_GMP_synthase_[glutamine-hydrolyzing]_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=guaAB_PE=3_SV=1			34.23996911398752	100.0	22.4	0.014123376623376625		0		0	Single Protein		A0A090I433	6	26	26	6	26	6	10	38	100.0	Confident
85	A0A090I434	A0A090I434_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1602_PE=4_SV=1			31.499124250623673	63.1	4.14	0.02185792349726776		0		0	Single Protein		A0A090I434	1	3	3	1	3	1	4	6	100.0	Doubtful
86	A0A090I4A2	A0A090I4A2_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1863_PE=4_SV=1			54.15779328401396	29.48	4.78	0.01201923076923077		0		0	Single Protein		A0A090I4A2	2	4	4	2	4	2	4	8	100.0	Confident
87	A0A090JYG5	A0A090JYG5_METFO_HSDR_N_2_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2256_PE=4_SV=1			41.670734851575574	100.0	14.8	0.01080074487895717		0		0	Single Protein		A0A090JYG5	5	78	78	5	78	5	8	97	100.0	Confident
88	A0A090JYG2	A0A090JYG2_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2251_PE=4_SV=1			67.26157441274567	79.61	4.57	0.004098360655737705		0		0	Single Protein		A0A090JYG2	2	17	17	2	17	2	3	28	100.0	Confident
89	A0A090I4B6	A0A090I4B6_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0190_PE=4_SV=1			113.72101199038958	12.64	1.26	0.007142857142857143		0		0	Single Protein		A0A090I4B6	1	1	1	1	1	1	1	1	100.0	Doubtful
90	A0A090I4B8	A0A090I4B8_METFO_Dihydrolipoamide_dehydrogenase-related_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2003_PE=4_SV=1			46.891518727883955	76.62	5.56	0.009749303621169917		0		0	Single Protein		A0A090I4B8	2	13	13	2	13	2	4	17	100.0	Confident
91	A0A089ZGF9	A0A089ZGF9_METFO_30S_ribosomal_protein_S5_OS=Methanobacterium_formicicum_OX=2162_GN=rps5p_PE=3_SV=1			23.332281017882032	86.51	16.28	0.03255813953488372		0		0	Single Protein		A0A089ZGF9	2	23	23	2	23	2	9	43	100.0	Confident
