	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting NSAF	Confident Phosphosites	#Confident Phosphosites	Ambiguous Phosphosites	#Ambiguous Phosphosites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
24	A0A090I2C6	A0A090I2C6_METFO_Methyl-coenzyme_M_reductase_component_A2_AtwA1_OS=Methanobacterium_formicicum_OX=2162_GN=atwA1_PE=4_SV=1			59.647821732687056	74.34	16.29	0.005301524188204108		0		0	Single Protein		A0A090I2C6	6	36	28	4	28	4	8	58	100.0	Confident
25	A0A090JWH2	A0A090JWH2_METFO_Phosphoglucosamine_mutase_GlmM2_OS=Methanobacterium_formicicum_OX=2162_GN=glmM3_PE=3_SV=1			48.91080723516961	74.39	11.8	0.00641025641025641		0		0	Single Protein		A0A090JWH2	4	34	34	4	34	4	6	50	100.0	Confident
26	A0A090JX49	A0A090JX49_METFO_tRNA-guanine(15)_transglycosylase_OS=Methanobacterium_formicicum_OX=2162_GN=tgtA_PE=3_SV=1			74.99375687446981	79.36	1.82	0.0017241379310344827		0		0	Single Protein		A0A090JX49	1	47	47	1	47	1	1	58	86.95652173913044	Doubtful
27	A0A090I2M9	A0A090I2M9_METFO_Catalase-peroxidase_OS=Methanobacterium_formicicum_OX=2162_GN=katG_PE=3_SV=1			81.02099360457709	79.06	4.72	0.0028205128205128203		0		0	Single Protein		A0A090I2M9	3	45	45	3	45	3	4	58	100.0	Confident
28	A0A090I2M3	A0A090I2M3_METFO_V-type_ATP_synthase_alpha_chain_OS=Methanobacterium_formicicum_OX=2162_GN=atpA_PE=3_SV=1			63.923622566393426	84.93	64.04	0.037800646667975904		0		0	Single Protein		A0A090I2M3	34	67	67	34	67	34	134	246	100.0	Confident
29	A0A089ZG25	A0A089ZG25_METFO_ATP-dependent_DNA_helicase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2332_PE=4_SV=1			67.64186391149913	90.21	1.37	0.001718213058419244		0		0	Single Protein		A0A089ZG25	1	93	93	1	93	1	1	148	91.30434782608697	Doubtful
30	A0A089ZG23	A0A089ZG23_METFO_Formylmethanofuran_dehydrogenase_subunit_F_FwdF1_OS=Methanobacterium_formicicum_OX=2162_GN=fwdF1_PE=4_SV=1			38.56880348655781	84.09	21.88	0.009327651515151516		0		0	Single Protein		A0A089ZG23	5	24	24	5	24	5	7	36	100.0	Confident
31	A0A089ZG55	A0A089ZG55_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2367_PE=4_SV=1			21.572002148129528	47.17	20.28	0.015		0		0	Single Protein		A0A089ZG55	2	4	4	2	4	2	2	9	100.0	Confident
32	K22E_HUMAN				65.82539290353346	75.19	48.06	0.03829847092907253		0		0	Single Protein		K22E_HUMAN	31	70	65	28	66	28	167	273	100.0	Confident
33	A0A090JX27	A0A090JX27_METFO_Amino_acid-binding_ACT_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1731_PE=4_SV=1			16.468742764835408	55.03	9.4	0.00909090909090909		0		0	Single Protein		A0A090JX27	1	14	14	1	14	1	1	15	100.0	Doubtful
34	A0A090I2K4	A0A090I2K4_METFO_Putative_ATP-binding_protein_MJ0685_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0760_PE=4_SV=1			27.741478173527153	62.0	4.4	0.005555555555555556		0		0	Single Protein		A0A090I2K4	1	16	16	1	16	1	1	16	100.0	Doubtful
35	A0A090I2K0	A0A090I2K0_METFO_Phosphoribosylformylglycinamidine_cyclo-ligase_OS=Methanobacterium_formicicum_OX=2162_GN=purM_PE=3_SV=1			39.38140142781317	73.35	8.52	0.007739938080495356		0		0	Single Protein		A0A090I2K0	2	6	6	2	6	2	3	7	100.0	Confident
36	A0A090JX40	A0A090JX40_METFO_(5-formylfuran-3-yl)methyl_phosphate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=mfnB_PE=3_SV=1			24.928742961218738	85.65	5.49	0.0049261083743842365		0		0	Single Protein		A0A090JX40	1	7	7	1	7	1	1	8	100.0	Doubtful
37	A0A090I2L6	A0A090I2L6_METFO_D-3-phosphoglycerate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=serA3_PE=3_SV=1			57.753524852499645	73.91	21.93	0.009468605990783408		0		0	Single Protein		A0A090I2L6	10	47	47	10	47	10	20	85	100.0	Confident
38	A0A090I2I6	A0A090I2I6_METFO_Archaeal_glutamate_synthase_[NADPH]_OS=Methanobacterium_formicicum_OX=2162_GN=gltA2_PE=3_SV=1			65.72730459220351	73.87	12.1	0.008382257012394		0		0	Single Protein		A0A090I2I6	6	39	39	6	39	6	9	48	100.0	Confident
39	A0A090I2J4	A0A090I2J4_METFO_Phosphate-specific_transport_system_accessory_protein_PhoU_OS=Methanobacterium_formicicum_OX=2162_GN=phoU1_PE=3_SV=1			26.556469568171284	88.26	0.0	0.0		0		0	Single Protein		A0A090I2J4	0	63	63	0	63	0	0	127	95.65217391304348	Doubtful
40	A0A090I2G6	A0A090I2G6_METFO_Methyl-coenzyme_M_reductase_subunit_alpha_OS=Methanobacterium_formicicum_OX=2162_GN=mcrA_PE=3_SV=1			60.54256923302673	57.82	41.09	0.05752914216995091		0		0	Single Protein		A0A090I2G6	21	40	40	21	40	21	90	158	100.0	Confident
41	A0A090JWM7	A0A090JWM7_METFO_2-oxoglutarate_synthase_subunit_KorC_OS=Methanobacterium_formicicum_OX=2162_GN=korC_PE=4_SV=1			21.7442460266449	100.0	17.24	0.009852216748768473		0		0	Single Protein		A0A090JWM7	2	8	8	2	8	2	3	10	100.0	Confident
42	A0A090I2G3	A0A090I2G3_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=mtrA1_PE=3_SV=1			25.55408805266908	51.46	17.15	0.03769063180827887		0		0	Single Protein		A0A090I2G3	4	7	6	3	7	4	10	16	100.0	Confident
43	A0A089ZG02	A0A089ZG02_METFO_DNA_repair_and_recombination_protein_RadA_OS=Methanobacterium_formicicum_OX=2162_GN=radA_PE=3_SV=1			33.94770306946725	77.49	24.44	0.026210235131396965		0		0	Single Protein		A0A089ZG02	6	27	27	6	27	6	16	48	100.0	Confident
44	A0A090JWN5	A0A090JWN5_METFO_DNA-directed_RNA_polymerase_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=rpoB1_PE=3_SV=1			67.8535797713042	74.13	2.49	0.001996007984031936		0		0	Single Protein		A0A090JWN5	1	53	53	1	53	1	2	65	100.0	Doubtful
45	A0A090JWN0	A0A090JWN0_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1604_PE=4_SV=1			30.278711658742367	69.06	14.75	0.03257575757575757		0		0	Single Protein		A0A090JWN0	3	11	11	3	11	3	11	24	100.0	Confident
46	A0A090I3X2	A0A090I3X2_METFO_Probable_phosphoglucosamine_mutase_OS=Methanobacterium_formicicum_OX=2162_GN=glmM1_PE=3_SV=1			49.01918478166416	72.67	3.33	0.0024509803921568627		0		0	Single Protein		A0A090I3X2	1	22	22	1	22	1	1	27	100.0	Doubtful
47	A0A090I494	A0A090I494_METFO_Short-chain_dehydrogenase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1978_PE=4_SV=1			27.67308345546492	87.21	18.99	0.017037037037037038		0		0	Single Protein		A0A090I494	4	15	15	4	15	4	7	30	100.0	Confident
48	A0A090I488	A0A090I488_METFO_zinc_ribbon_2_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1828_PE=4_SV=1			22.469823415198842	61.88	4.95	0.012903225806451613		0		0	Single Protein		A0A090I488	1	12	12	1	12	1	2	21	100.0	Doubtful
49	A0A090I489	A0A090I489_METFO_GTP-binding_protein_Rab-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1673_PE=4_SV=1			16.80842800228229	73.68	22.37	0.01636904761904762		0		0	Single Protein		A0A090I489	3	11	11	3	11	3	3	19	100.0	Confident
50	A0A090I3Y0	A0A090I3Y0_METFO_Phenylalanine--tRNA_ligase_beta_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=pheT_PE=3_SV=1			62.976910213122075	84.35	11.51	0.006314102564102564		0		0	Single Protein		A0A090I3Y0	5	36	36	5	36	5	7	54	100.0	Confident
51	A0A090I471	A0A090I471_METFO_GDP-mannose_4,6-dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1648_PE=4_SV=1			46.0954035172292	90.75	19.22	0.011662198391420913		0		0	Single Protein		A0A090I471	5	37	37	5	37	5	10	48	100.0	Confident
52	A0A090I3V1	A0A090I3V1_METFO_Formate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=fdhA_PE=4_SV=1			75.66813409828335	66.08	14.33	0.014883314436885866		0		0	Single Protein		A0A090I3V1	8	45	45	8	45	8	20	76	100.0	Confident
53	A0A090I3T1	A0A090I3T1_METFO_Elongation_factor_2_OS=Methanobacterium_formicicum_OX=2162_GN=fusA_PE=3_SV=1			80.1620668389784	88.54	21.82	0.016648905846882715		0		0	Single Protein		A0A090I3T1	14	66	66	14	66	14	37	117	100.0	Confident
54	A0A090I3S6	A0A090I3S6_METFO_DNA-directed_RNA_polymerase_subunit_A''_OS=Methanobacterium_formicicum_OX=2162_GN=rpoA2_PE=3_SV=1			42.69348651441685	84.86	13.05	0.015861742424242424		0		0	Single Protein		A0A090I3S6	5	37	37	5	37	5	8	54	100.0	Confident
55	A0A090I463	A0A090I463_METFO_Metallophosphoesterase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1768_PE=4_SV=1			27.669157540086218	69.35	4.84	0.004032258064516129		0		0	Single Protein		A0A090I463	1	8	8	1	8	1	1	9	100.0	Doubtful
56	A0A090I3U3	A0A090I3U3_METFO_Peptidase_U62_modulator_of_DNA_gyrase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0009_PE=4_SV=1			46.572105792814185	64.29	6.91	0.004178272980501393		0		0	Single Protein		A0A090I3U3	2	16	16	2	16	2	2	18	100.0	Doubtful
57	A0A090I465	A0A090I465_METFO_Spore_coat_polysaccharide_biosynthesis_protein_SpsK_OS=Methanobacterium_formicicum_OX=2162_GN=spsK_PE=4_SV=1			31.44358746824261	74.55	21.15	0.01963141025641026		0		0	Single Protein		A0A090I465	4	12	12	4	12	4	6	21	100.0	Confident
58	A0A089ZGG9	A0A089ZGG9_METFO_50S_ribosomal_protein_L4_OS=Methanobacterium_formicicum_OX=2162_GN=rpl4p_PE=3_SV=1			28.620400066660952	90.08	12.6	0.019720101781170483		0		0	Single Protein		A0A089ZGG9	3	29	29	3	29	3	7	35	100.0	Confident
59	A0A089ZGG4	A0A089ZGG4_METFO_50S_ribosomal_protein_L14_OS=Methanobacterium_formicicum_OX=2162_GN=rpl14p_PE=3_SV=1			14.109756941335823	100.0	32.58	0.06439393939393939		0		0	Single Protein		A0A089ZGG4	4	14	14	4	14	4	12	32	100.0	Confident
60	A0A090I455	A0A090I455_METFO_Type_2_DNA_topoisomerase_6_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=top6A_PE=3_SV=1			39.711346466284894	81.2	3.42	0.0035087719298245615		0		0	Single Protein		A0A090I455	1	45	45	1	45	1	1	64	100.0	Doubtful
61	A0A090I431	A0A090I431_METFO_2-oxoglutarate_synthase_subunit_KorA_OS=Methanobacterium_formicicum_OX=2162_GN=korA_PE=4_SV=1			41.24152994018433	66.93	9.33	0.015643802647412754		0		0	Single Protein		A0A090I431	3	27	27	3	27	3	6	46	100.0	Confident
62	A0A090I428	A0A090I428_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2089_PE=4_SV=1			49.263487711149	63.76	7.42	0.005268199233716475		0		0	Single Protein		A0A090I428	3	28	28	3	28	3	4	36	100.0	Confident
63	A0A090I424	A0A090I424_METFO_Translation_initiation_factor_5A_OS=Methanobacterium_formicicum_OX=2162_GN=eif5a_PE=3_SV=1			14.199685032778767	75.38	16.92	0.04591836734693878		0		0	Single Protein		A0A090I424	3	12	12	3	12	3	8	19	100.0	Confident
64	A0A090I3S2	A0A090I3S2_METFO_Phosphoglycerate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=pgk_PE=3_SV=1			44.27086703064737	62.1	9.29	0.008928571428571428		0		0	Single Protein		A0A090I3S2	2	16	16	2	16	2	3	18	100.0	Doubtful
65	A0A090I442	A0A090I442_METFO_50S_ribosomal_protein_L30e_OS=Methanobacterium_formicicum_OX=2162_GN=rpl30e_PE=3_SV=1			10.309338831390962	57.14	28.57	0.026785714285714284		0		0	Single Protein		A0A090I442	2	5	5	2	5	2	2	6	100.0	Confident
66	A0A090I433	A0A090I433_METFO_GMP_synthase_[glutamine-hydrolyzing]_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=guaAB_PE=3_SV=1			34.23996911398752	91.23	20.78	0.012554112554112555		0		0	Single Protein		A0A090I433	5	19	19	5	19	5	8	30	100.0	Confident
67	A0A090I434	A0A090I434_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1602_PE=4_SV=1			31.499124250623673	63.1	4.14	0.01092896174863388		0		0	Single Protein		A0A090I434	1	2	2	1	2	1	2	3	100.0	Doubtful
68	A0A090I4A2	A0A090I4A2_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1863_PE=4_SV=1			54.15779328401396	19.12	4.78	0.01201923076923077		0		0	Single Protein		A0A090I4A2	2	4	4	2	4	2	4	7	100.0	Confident
69	A0A090I4B8	A0A090I4B8_METFO_Dihydrolipoamide_dehydrogenase-related_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2003_PE=4_SV=1			46.891518727883955	76.62	2.78	0.002785515320334262		0		0	Single Protein		A0A090I4B8	1	15	15	1	15	1	1	18	100.0	Doubtful
70	A0A089ZGC1	A0A089ZGC1_METFO_Pyridoxamine_5'-phosphate_oxidase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0316_PE=4_SV=1			14.487368328208126	78.79	11.36	0.007575757575757576		0		0	Single Protein		A0A089ZGC1	1	8	8	1	8	1	1	10	100.0	Doubtful
71	A0A089ZGF9	A0A089ZGF9_METFO_30S_ribosomal_protein_S5_OS=Methanobacterium_formicicum_OX=2162_GN=rps5p_PE=3_SV=1			23.332281017882032	86.51	26.98	0.04263565891472869		0		0	Single Protein		A0A089ZGF9	4	21	21	4	21	4	13	44	100.0	Confident
72	A0A089ZGF4	A0A089ZGF4_METFO_30S_ribosomal_protein_S13_OS=Methanobacterium_formicicum_OX=2162_GN=rps13_PE=3_SV=1			17.29304972045328	100.0	0.0	0.0		0		0	Single Protein		A0A089ZGF4	0	62	62	0	62	0	1	83	82.6086956521739	Doubtful
73	A0A089ZGF5	A0A089ZGF5_METFO_CBS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1340_PE=4_SV=1			24.043710256088485	100.0	6.16	0.004739336492890996		0		0	Single Protein		A0A089ZGF5	1	30	30	1	30	1	1	36	100.0	Doubtful
74	A0A089ZGF2	A0A089ZGF2_METFO_50S_ribosomal_protein_L13_OS=Methanobacterium_formicicum_OX=2162_GN=rpl13p_PE=3_SV=1			15.731641722289803	100.0	22.86	0.017857142857142856		0		0	Single Protein		A0A089ZGF2	2	23	23	2	23	2	3	28	100.0	Confident
75	P00761	Trypsin (TRYP_PIG)			24.393805244132462	68.4	27.71	0.3270896656534958		0		0	Related Proteins	TRYP_PIG	P00761, TRYP_PIG	7	8	8	7	8	7	121	189	100.0	Confident
76	A0A090JYF1	A0A090JYF1_METFO_TRAM_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1532_PE=4_SV=1			8.224062477176442	100.0	20.27	0.013513513513513514		0		0	Single Protein		A0A090JYF1	1	5	5	1	5	1	1	5	100.0	Doubtful
77	A0A090I3Z3	A0A090I3Z3_METFO_DUF1724_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1541_PE=4_SV=1			32.154400854445726	80.21	8.83	0.00530035335689046		0		0	Single Protein		A0A090I3Z3	2	43	43	2	43	2	2	64	100.0	Confident
78	A0A090I3G7	A0A090I3G7_METFO_CoB--CoM_heterodisulfide_reductase_iron-sulfur_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=hdrA_PE=3_SV=1			72.00950596864811	86.47	49.7	0.03444178878455092		0		0	Single Protein		A0A090I3G7	24	75	75	24	75	24	116	242	100.0	Confident
79	A0A090I3H9	A0A090I3H9_METFO_5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl_5'-monophosphate_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=purP_PE=3_SV=1			40.92745699205213	74.93	22.87	0.027982162764771456		0		0	Single Protein		A0A090I3H9	6	39	39	6	39	6	17	66	100.0	Confident
80	A0A090JXN7	A0A090JXN7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1997_PE=4_SV=1			43.25939005533532	39.8	10.08	0.01987480438184663		0		0	Single Protein		A0A090JXN7	4	12	10	3	12	4	10	25	100.0	Confident
81	A0A090I3H2	A0A090I3H2_METFO_Phosphoribosylformylglycinamidine_synthase_subunit_PurL_OS=Methanobacterium_formicicum_OX=2162_GN=purL_PE=3_SV=1			78.0910113357679	60.61	11.1	0.008434959349593497		0		0	Single Protein		A0A090I3H2	5	39	39	5	39	5	10	59	100.0	Confident
82	A0A090I3E3	A0A090I3E3_METFO_Ig-like_bact_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1414_PE=4_SV=1			201.4509968629081	50.4	1.28	0.0012908777969018934		0		0	Single Protein		A0A090I3E3	2	16	16	2	16	2	2	23	100.0	Confident
83	A0A089ZGX6	A0A089ZGX6_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0645_PE=4_SV=1			55.449543913166146	56.91	4.41	0.01278772378516624		0		0	Single Protein		A0A089ZGX6	2	39	39	2	39	2	6	59	100.0	Confident
84	A0A090I3C5	A0A090I3C5_METFO_Tryptophan_synthase_beta_chain_OS=Methanobacterium_formicicum_OX=2162_GN=trpB2_PE=3_SV=1			47.41271216579476	65.73	18.18	0.016766169154228853		0		0	Single Protein		A0A090I3C5	6	29	29	6	29	6	13	44	100.0	Confident
85	A0A089ZH87	A0A089ZH87_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1832_PE=4_SV=1			24.320408809852786	100.0	15.56	0.008148148148148147		0		0	Single Protein		A0A089ZH87	3	17	17	3	17	3	3	20	100.0	Confident
86	A0A089ZGW2	A0A089ZGW2_METFO_Translation_initiation_factor_2_subunit_gamma_OS=Methanobacterium_formicicum_OX=2162_GN=eif2g_PE=3_SV=1			44.17213713706151	60.78	2.21	0.006666666666666667		0		0	Single Protein		A0A089ZGW2	1	20	20	1	20	1	2	23	100.0	Doubtful
87	A0A090I3D2	A0A090I3D2_METFO_PQQ_repeat-containing_cell_surface_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0071_PE=4_SV=1			44.856976073198574	60.72	12.05	0.006594724220623501		0		0	Single Protein		A0A090I3D2	3	9	9	3	9	3	3	10	100.0	Confident
88	A0A090JXJ6	A0A090JXJ6_METFO_3-dehydroquinate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=aroB_PE=3_SV=1			41.244377688094374	88.5	22.19	0.0123651273198101		0		0	Single Protein		A0A090JXJ6	7	34	34	7	34	7	10	48	100.0	Confident
89	A0A090I3A9	A0A090I3A9_METFO_Chaperone_protein_DnaK_OS=Methanobacterium_formicicum_OX=2162_GN=dnaK_PE=3_SV=1			66.9133826551376	81.74	45.4	0.04271966507759222		0		0	Single Protein		A0A090I3A9	27	57	57	27	57	27	104	195	100.0	Confident
90	A0A089ZGZ1	A0A089ZGZ1_METFO_30S_ribosomal_protein_S8e_OS=Methanobacterium_formicicum_OX=2162_GN=rps8e_PE=3_SV=1			14.04666971691244	100.0	14.17	0.015748031496062992		0		0	Single Protein		A0A089ZGZ1	2	22	22	2	22	2	2	32	100.0	Doubtful
